```csv
topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Differential Diagnosis of Intoeing,Diagnostic Approach,"How are intoeing conditions differentiated?","Assessment of gait, limb alignment, and foot posture helps differentiate these conditions.","What clinical findings are important for diagnosis?","Evaluating gait patterns, limb alignment, and foot posture is key to distinguishing the causes of intoeing.","diagnostic approach, gait, limb alignment, foot posture, differentiation"
Differential Diagnosis of Torticollis,Causes and Commonality,"What causes torticollis?","Torticollis, or wry neck, can be muscular (SCM contracture), acute idiopathic, congenital (occipitocervical anomalies), neurogenic, ocular, or due to atlanto-axial rotatory instability.","Which cause is most frequent?","Muscular torticollis, due to sternocleidomastoid (SCM) contracture, is the most common orthopaedic cause.","torticollis, wry neck, causes, muscular torticollis, SCM contracture, acute idiopathic, congenital, neurogenic, ocular, atlanto-axial rotatory instability, most common cause"
Differential Diagnosis of Torticollis,Clinical Presentation of Muscular Torticollis,"How does muscular torticollis present?","Muscular torticollis often presents with a palpable SCM mass and associated facial asymmetry due to prolonged abnormal head positioning.","What are the typical physical findings?","A palpable mass in the sternocleidomastoid muscle and facial asymmetry are characteristic signs.","muscular torticollis, clinical presentation, SCM mass, facial asymmetry, abnormal head positioning"
Causes of Paediatric Genu Valgum and Genu Varum,Genu Varum Etiologies,"What causes genu varum in children?","Paediatric genu varum can be caused by Blount's disease, rickets, achondroplasia, and multiple hereditary osteochondromatosis.","What are the common etiological factors?","Blount's disease, rickets, achondroplasia, and osteochondromatosis are common causes.","causes, paediatric genu varum, Blount's disease, rickets, achondroplasia, multiple hereditary osteochondromatosis"
Causes of Paediatric Genu Valgum and Genu Varum,Genu Valgum Etiologies,"What causes genu valgum in children?","Genu valgum may be physiologic or pathological, associated with MED, cozen's fracture, rickets, or other skeletal dysplasias.","What are the key causes of genu valgum?","Physiologic causes, MED, cozen's fracture, rickets, and skeletal dysplasias are key factors.","causes, genu valgum, physiologic, pathological, MED, cozen's fracture, rickets, skeletal dysplasias"
Causes of Paediatric Genu Valgum and Genu Varum,Importance of Etiology Identification,"Why is identifying the cause of these deformities important?","Identifying the underlying cause is critical for appropriate management, which may involve observation, bracing, or surgical correction.","How does etiology influence management?","Knowing the cause is essential for selecting the correct treatment approach.","etiology identification, critical, appropriate management, observation, bracing, surgical correction"
Perthes Disease: Catterall's Head at Risk Signs,Risk Factors for Poor Outcome,"What are Catterall's 'Head at Risk' signs in Perthes disease?","Catterall's 'Head at Risk' signs predict a poorer outcome and include lateral subluxation, horizontal physis, Gage's sign, lateral calcification, and metaphyseal cysts.","What do these signs indicate?","These signs indicate potential head collapse and deformation, often requiring surgical intervention to maintain containment and prevent long-term deformity.","Catterall's Head at Risk signs, Perthes disease, risk factors, poorer outcome, lateral subluxation, horizontal physis, Gage's sign, lateral calcification, metaphyseal cysts, head collapse, deformation, surgical intervention, containment"
Acceptable C-Spine Radiographic Measurements,Stability Assessment Parameters,"What are the key parameters for assessing C-spine stability radiographically?","Key parameters include ADI (<5mm in child), PADI/SAC (<14mm indicating stenosis), Powers ratio (<1), and Torg ratio (<0.8).","What do these measurements signify?","Deviations suggest instability or stenosis, guiding management decisions, particularly regarding surgical intervention for myelopathy or instability.","C-spine stability, radiographic measurements, ADI, PADI, SAC, Powers ratio, Torg ratio, instability, stenosis, myelopathy, surgical intervention"
Incidence of Concurrent Spinal Trauma in C-Spine Fractures,Associated Trauma Risk,"What is the risk of concurrent spinal trauma with cervical spine fractures?","Concurrent spinal trauma is common, with higher risks at higher cervical levels (C1: 50%, C2: 30%, C3: 20%).","How does the risk vary by cervical level?","The risk of associated spinal injury decreases from C1 downwards.","concurrent spinal trauma, cervical spine fractures, associated trauma risk, cervical levels, C1, C2, C3"
Incidence of Concurrent Spinal Trauma in C-Spine Fractures,Importance of Full Spinal Assessment,"Why is a full spinal assessment necessary?","This necessitates a thorough spinal assessment in all patients with cervical spine injuries to identify associated lesions that may affect management and prognosis, such as ligamentous injury or vertebral body fractures.","What should be included in this assessment?","A comprehensive evaluation should identify any associated injuries that could impact treatment or outcomes.","full spinal assessment, cervical spine injuries, associated lesions, management, prognosis, ligamentous injury, vertebral body fractures"
Orthopaedic Classifications: Cerebral Palsy Types,CP Classification System,"How is Cerebral Palsy classified?","Cerebral Palsy is classified by type (Spastic, Athetoid, Ataxic), limb involvement (Quadriplegic, Diplegic, Hemiplegic), and functional level (GMFCS 1-5).","What are the main categories of classification?","The classification covers the type of motor impairment, the body parts affected, and the level of functional mobility.","Cerebral Palsy classification, type, limb involvement, functional level, Spastic, Athetoid, Ataxic, Quadriplegic, Diplegic, Hemiplegic, GMFCS"
Orthopaedic Classifications: Cerebral Palsy Types,Tailoring Orthopaedic Interventions,"How does CP classification aid orthopaedic treatment?","This classification is vital for tailoring orthopaedic interventions to improve mobility, manage spasticity, and enhance quality of life for affected individuals, ensuring appropriate therapeutic goals are set.","What is the goal of tailoring interventions?","The goal is to optimize functional outcomes and enhance the patient's quality of life by customizing interventions.","tailoring orthopaedic interventions, improve mobility, manage spasticity, enhance quality of life, therapeutic goals"
Orthopaedic Classifications: Perthes Disease - Herring Lateral Pillar Height,Herring Classification Stages,"What are the stages in Herring's classification of Perthes disease?","Herring's classification assesses lateral pillar height: Stage A (normal), B (>50%), B/C (50% with physeal narrowing), and C (<50%).","What does each stage represent?","Each stage describes the degree of preservation of the lateral pillar of the femoral head.","Herring classification, Perthes disease, lateral pillar height, Stage A, Stage B, Stage B/C, Stage C, femoral head preservation"
Orthopaedic Classifications: Perthes Disease - Herring Lateral Pillar Height,Prognostic Significance,"What is the prognostic significance of Herring's classification?","This is a key prognostic indicator, as lateral pillar collapse significantly impacts the final shape of the femoral head and the risk of early osteoarthritis, guiding treatment strategies to preserve joint congruity and function.","How does lateral pillar collapse affect outcomes?","Lateral pillar collapse leads to poorer femoral head shape and increases the risk of early osteoarthritis, guiding treatment decisions.","prognostic significance, lateral pillar collapse, femoral head shape, early osteoarthritis, treatment strategies, joint congruity, function"
